Artnr;Inhalt
1202571;<h2>Klüberrail AE 62-21: Vollsynthetisches Schienenflanken- Schmierfett</h2>  <p>Biologisch schnell abbaubares Schmierfett für stationäre Anlagen</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberrail AE 62-21 ist ein vollsynthetisches, biologisch schnell abbaubares Schienenflanken-Schmierfett, das speziell für stationäre Schmieranlagen entwickelt wurde. Es reduziert den Verschleiß an Rad und Schiene, verringert die Geräuschentwicklung und zeichnet sich durch hervorragende Haftfähigkeit sowie Wasserbeständigkeit aus. Der Schmierstoff ist nach OECD 301 F biologisch abbaubar und bietet damit eine umweltfreundliche Lösung für anspruchsvolle Schienenanwendungen.</p>  <h3>Vorteile</h3> <ul>   <li>Signifikante Verschleißreduzierung an Rad und Schiene</li>   <li>Reduzierte Geräuschentwicklung, besonders in Kurven</li>   <li>Gute Haftfähigkeit an Schiene und Rad</li>   <li>Kein Abwaschen bei Regen durch hohe Wasserbeständigkeit</li>   <li>Biologisch schnell abbaubar nach OECD 301 F</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberrail AE 62-21 ist ideal für den Einsatz in stationären Schienenflanken-Schmieranlagen (trackside). Es eignet sich besonders für Anwendungen, bei denen es auf die Reduktion des Reibwerts zwischen Rad und Schiene ankommt, um Verschleiß und Geräuschentwicklung zu minimieren.</p> <ul>   <li>Stationäre Schienenflanken-Schmieranlagen</li>   <li>Umweltverträgliche Schmierung</li>   <li>Reduktion von Stick-Slip-Effekten in Kurven</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klüberrail AE 62-21 ist in leitungsgebundenen Schienenflanken-Schmieranlagen gut förderbar. Vor der Anwendung wird eine Beratung durch Vertriebsingenieure empfohlen, um die Standzeiten und die Effizienz der Schmieranlage zu optimieren.</p> } 
1202579;<h2>Klüberbio AG 39-602 N: Umweltverträglicher Haftschmierstoff h2>  <p>Biologisch leicht abbaubarer Schmierstoff für offene Getriebe und Stahlseile</p>  <h2>Inhaltsverzeichnis</h2> <ul>     <li>Produktbeschreibung</li>     <li>Vorteile</li>     <li>Anwendungsgebiete</li>     <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberbio AG 39-602 N ist ein biologisch abbaubarer Haftschmierstoff, der speziell für den Einsatz in offenen Getrieben und Stahlseilen entwickelt wurde. Das Produkt bietet einen hervorragenden Korrosionsschutz, besonders in maritimen Umgebungen, und reduziert den Verschleiß signifikant. Es erfüllt die Anforderungen an ein Environmentally Acceptable Lubricant (EAL) gemäß dem 2013 Vessel General Permit und ist damit ideal für umweltbewusste Anwendungen.</p>  <h3>Vorteile</h3> <ul>     <li>Erfüllt die Anforderungen an ein Environmentally Acceptable Lubricant (EAL)</li>     <li>Lange Nachschmierintervalle durch exzellente Haftung und Wasserbeständigkeit</li>     <li>Effektiver Korrosionsschutz bei Salzwassereinfluss</li>     <li>Geringere Umweltbelastung durch hohen Anteil nachwachsender Rohstoffe</li>     <li>Verlängerte Bauteillebensdauer durch reduzierten Verschleiß</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberbio AG 39-602 N wurde speziell für die Schmierung von offenen Ritzelantrieben an Winden und Jack-up Plattformen sowie Stahlseilen mit Wasserkontakt entwickelt. Es kann ebenfalls in anderen maritimen Anwendungen eingesetzt werden, bei denen hohe Wasserauswaschbeständigkeit und hervorragender Korrosionsschutz erforderlich sind, wie z.B. in langsam laufenden Gleitlagern, Führungsschienen oder offenen Getrieben von Winden.</p> <ul>     <li>Offene Ritzelantriebe</li>     <li>Jack-up Plattformen</li>     <li>Stahlseile mit Wasserkontakt</li>     <li>Langsam laufende Gleitlager</li>     <li>Führungsschienen</li>     <li>Offene Getriebe von Winden</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klüberbio AG 39-602 N kann kontinuierlich durch Transferritzelschmierung oder mittels Pinsel aufgetragen werden. Zur Schmierung von Stahlseilen können auch Druckluft-beaufschlagte Schmiergeräte verwendet werden. Die benötigte Schmierstoffmenge hängt von den spezifischen Betriebsbedingungen ab. Unsere Vertriebsingenieure unterstützen Sie gerne bei der optimalen Mengenfestlegung.</p>  } 
1202582;<h2>Klübersynth LRG 86-21: Vollsynthetisches Spezialschmierfett für Aktuatoren</h2>  <p>Schmierfett für Aktuatoren im Bremsenbereich, optimiert für EPDM-Kompatibilität und lange Bauteillebensdauer.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübersynth LRG 86-21 ist ein vollsynthetisches Spezialschmierfett, das speziell für die Lebensdauerschmierung von Aktuatoren entwickelt wurde. Es bietet eine ausgezeichnete Verträglichkeit mit EPDM-Materialien, die häufig in modernen Kraftfahrzeugen eingesetzt werden. Dank seiner optimierten Zusammensetzung ermöglicht Klübersynth LRG 86-21 eine effektive Schmierung bei niedrigen Temperaturen und reduziert den Verschleiß in Systemen mit gefüllten Kunststoffen. Durch die Verwendung eines preisoptimierten Grundöls bietet dieses Schmierfett eine kosteneffiziente Alternative zu anderen spezialisierten Schmierstoffen.</p>  <h3>Vorteile</h3> <ul>   <li>Verlängerte Bauteillebensdauer durch gute EPDM-Verträglichkeit</li>   <li>Exzellentes Tieftemperaturverhalten für zuverlässige Funktionalität</li>   <li>Kosteneffizient durch preisoptimiertes Grundöl</li>   <li>Geeignet für Lebensdauerschmierung</li>   <li>Hoher Verschleißschutz bei gefüllten Kunststoffen</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübersynth LRG 86-21 wird hauptsächlich zur Schmierung von Aktuatoren in Kraftfahrzeugen verwendet, insbesondere in Spindeltrieben von Kleinaktuatoren im Bremsenbereich. Es eignet sich auch für andere Anwendungen, die eine hohe Bauteillebensdauer und Verträglichkeit mit EPDM erfordern.</p> <ul>   <li>Bremsaktuatoren in Fahrzeugen</li>   <li>Spindeltriebe in Kleinaktuatoren</li>   <li>Weitere EPDM-kompatible Anwendungen</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klübersynth LRG 86-21 kann mit Spatel, Pinsel oder Fettpresse aufgetragen werden. Es ist ratsam, die Förderbarkeit in automatischen Schmiersystemen vorab zu testen. Vor der Serienanwendung sollte die Verträglichkeit mit den verwendeten Materialien geprüft werden.</p> } 
1202586;<h2>Klübersynth GE 8-150: Spezialgetriebeöl für Roboter</h2>  <p>Getriebeöl für Roboter mit hervorragendem Verschleißschutz und Dichtungsverträglichkeit.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübersynth GE 8-150 ist ein semisynthetisches Getriebeöl, das speziell für die Anforderungen von Zykloidgetrieben in Industrierobotern entwickelt wurde. Es bietet eine hohe Fresstragfähigkeit und schützt die Getriebe auch bei Spitzenlasten, Vibrationen und Schwingungen. Durch die hervorragende Dichtungsverträglichkeit und den exzellenten Verschleißschutz verlängert Klübersynth GE 8-150 die Lebensdauer Ihrer Getriebekomponenten, reduziert Instandhaltungs- und Reparaturkosten und sorgt für eine konstante Präzision Ihrer Roboter.</p>  <h3>Vorteile</h3> <ul>   <li>Verlängerung der Getriebelebensdauer durch ausgezeichneten Verschleißschutz.</li>   <li>Hervorragende Dichtungsverträglichkeit, verhindert Leckagen.</li>   <li>Reduzierte Rückstandsbildung dank feststofffreier Additivierung.</li>   <li>Energieeinsparungen durch optimiertes Reibungsverhalten.</li>   <li>Silikonfreie Rezeptur, ideal für die Automobilindustrie.</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübersynth GE 8-150 wird vorrangig in Zykloidgetrieben von Industrierobotern eingesetzt, die in Produktions- und Verpackungsanlagen arbeiten. Es eignet sich besonders für Anwendungen, bei denen Spitzenlasten, Vibrationen und Schwingungen auftreten und ist auch für die Automobilindustrie verwendbar.</p> <ul>   <li>Robotergetriebe in Produktionsanlagen</li>   <li>Zykloidgetriebe in Verpackungsmaschinen</li>   <li>Industrieroboter in der Automobilproduktion</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klübersynth GE 8-150 kann zur Nachschmierung in bestehenden Getrieben verwendet werden. Es wird empfohlen, das Öl bei betriebswarmer Temperatur zu wechseln und auf eine sorgfältige Reinigung der Getriebekomponenten zu achten, um die beste Leistung und Lebensdauer zu gewährleisten. Für spezifische Anforderungen, wie die Dichtungsverträglichkeit, sollte die Beratung durch einen technischen Experten in Anspruch genommen werden.</p> } 
1202595;<h2>Klüberplex HB 98-601: Innovatives Hochtemperatur-Wälzlagerfett</h2>  <p>Schmierfett mit innovativem Verdickersystem und exzellenter Förderbarkeit sowie hoher Temperaturbeständigkeit.</p>  <h3>Inhaltsverzeichnis</h3> <ul>     <li>Produktbeschreibung</li>     <li>Vorteile</li>     <li>Anwendungsgebiete</li>     <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberplex HB 98-601 ist ein hochentwickeltes Hochtemperatur-Wälzlagerfett, das speziell für Anwendungen entwickelt wurde, bei denen Maschinenkomponenten hohen Temperaturen und Belastungen ausgesetzt sind. Es zeichnet sich durch seine außergewöhnliche Förderbarkeit in Schmiersystemen aus, selbst bei extremen Bedingungen. Das Fett bietet optimalen Schutz vor Reibung und Verschleiß, wodurch die Lebensdauer von Bauteilen verlängert und der Wartungsaufwand reduziert wird. Die teilsynthetische Formulierung kombiniert ein hochviskoses Grundöl mit einem speziellen Calcium-Verdicker, der eine zuverlässige Schmierung und einen hervorragenden Schutz gewährleistet.</p>  <h3>Vorteile</h3> <ul>     <li>Verlängerte Bauteillebensdauer durch exzellente Schmierstoffversorgung bei hohen Temperaturen und Lasten</li>     <li>Gute Förderbarkeit und Vermeidung von Verfestigungen in Schmiersystemen</li>     <li>Reduzierter Schmierstoffverbrauch und weniger Abfall</li>     <li>Hohe Wasserbeständigkeit und Schutz vor Wasserkontamination</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberplex HB 98-601 ist ideal für den Einsatz in Wälz- und Gleitlageranwendungen, die hohen Temperaturen und Lasten ausgesetzt sind. Es eignet sich besonders für den Einsatz in Zentralschmieranlagen, wo es seine hervorragende Förderbarkeit und Temperaturbeständigkeit unter Beweis stellt.</p> <ul>     <li>Wälzlager unter hohen Belastungen</li>     <li>Gleitlager in Hochtemperaturumgebungen</li>     <li>Maschinen in der Schwerindustrie</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klüberplex HB 98-601 kann manuell mittels Fettpresse, Pinsel oder Spatel aufgetragen werden. Es ist auch für die Förderung in Zentralschmieranlagen geeignet, selbst bei extremen Temperaturen. Vor der Anwendung wird empfohlen, die Schmierstelle zu reinigen und alte Schmierstoffe zu entfernen, um die optimale Leistung des Produkts zu gewährleisten.</p>  } 
1202611;<h2>UNISILKON LCA 11001: Spezialschmierfett für Trinkwasserarmaturen und nichtmetallische Reibpartner </h2>  <p>Hochentwickeltes Schmierfett, dass für Keramik-, Metall- und Kunststoffpaarungen geeignet ist.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>UNISILKON LCA 11001 ist ein hochentwickeltes Spezialschmierfett, das speziell für die Anforderungen in Trinkwasserarmaturen und nichtmetallischen Reibpartnern entwickelt wurde. Das Schmierfett basiert auf sorgfältig ausgewählten, silikonbasierten Grundölen und einer speziellen Calciumseife. Es bietet eine hervorragende Beständigkeit gegen Kalt-, Warm- und Heißwasser und sorgt für einen gleichbleibend hohen Bedienkomfort über die gesamte Lebensdauer der Anwendung. Dank seiner hohen Adhäsion und guten Benetzung ist es ideal für enge Schmierspalte und schwer zugängliche Reibstellen.</p>  <h3>Vorteile</h3> <ul>   <li>Reduzierte Sortenvielfalt dank breiter Verwendbarkeit auf verschiedenen Werkstoffen</li>   <li>Hoher Bedienkomfort durch gleichbleibende Haptik bei allen Wassertemperaturen</li>   <li>Lange Lebensdauer durch gute thermische Stabilität und Abdichtwirkung</li>   <li>Gute Wasserbeständigkeit und weitgehend neutrales Verhalten gegenüber Keramiken, Metallen und Kunststoffen</li> </ul>  <h3>Anwendungsgebiete</h3> <p>UNISILKON LCA 11001 eignet sich hervorragend für die Schmierung von Reibpaarungen in Trinkwasserarmaturen, insbesondere in Keramik-Keramik-, Metall-Kunststoff- und Metall-Metall-Kombinationen. Es wird bevorzugt in Einhandmischern, Ventilen, Dichtungen und weiteren Komponenten eingesetzt, die mit Trinkwasser in Berührung kommen.</p> <ul>   <li>Keramik-Keramik-Gleitlagerungen</li>   <li>Metall-Kunststoff-Verbindungen</li>   <li>Ventile und Dichtungen in Trinkwasserarmaturen</li> </ul>  <h3>Anwendungshinweise</h3> <p>UNISILKON LCA 11001 wird manuell mittels Spatel, Pinsel oder Fettpresse aufgebracht. Vor der Applikation sollte die Schmierstelle gereinigt werden, um eine optimale Schmierleistung zu gewährleisten. Es wird empfohlen, vor der Serienanwendung die Verträglichkeit mit den verwendeten Werkstoffen zu überprüfen.</p>  } 
1202628;<h2>Klüber Summit RPE 32, 68, 100, 170: Synthetisches Kältekompressorenöl</h2>  <p>Effizientes synthetisches Kältekompressorenöl für verschiedene Fluorkohlenwasserstoff-Kältemittel und niedrige Betriebstemperaturen.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Die Klüber Summit RPE-Ölreihe, bestehend aus RPE 32, 68, 100 und 170, wurde speziell für die Verwendung in Kältekompressoren mit chlorfreien Fluorkohlenwasserstoff-Kältemitteln entwickelt. Diese Öle basieren auf ausgewählten Polyolestern (POE) und bieten hervorragende thermische und chemische Stabilität. Sie sind besonders gut löslich und mischbar mit Kältemittel R134a und zeichnen sich durch sehr gute Fließeigenschaften bei niedrigen Betriebstemperaturen aus. Dies sorgt für einen guten Rückfluss des Öls und eine zuverlässige Schmierwirkung im Kompressor, wodurch ein Blockieren des Kompressors und Verluste bei der Wärmeübertragung im Verdampfer vermieden werden. Die Öle zeigen zudem überlegene Schmiermerkmale in Kontakt mit Stahl und Aluminium.</p>  <h3>Vorteile</h3> <ul>   <li>Gute thermische Stabilität bei Kältemitteln wie R134a, R23, R404a, R407, R507</li>   <li>Hervorragende chemische Stabilität</li>   <li>Gute Löslichkeit in und Mischbarkeit mit Kältemittel R134a</li>   <li>Sehr gute Fließeigenschaften bei niedrigen Betriebstemperaturen</li>   <li>Hervorragende Schmiereigenschaften verringern Verschleiß und beugen Leckagen vor</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Schmierstoffe der Klüber Summit RPE-Reihe finden Verwendung in Kältekompressoren und Kühlern mit R-134a. Sie können ebenfalls mit einer Vielzahl anderer Kältemittel verwendet werden, darunter R-12, R-13, R-22, R-23, R-401A, R-401B, R-402A, R-402B, R-404A, R-407C, R-410A, R-500, R-502, R-503, R-507 und R-508B. Die Auswahl des passenden Schmierstoffs sollte stets den Angaben des Kompressorenherstellers zur Viskosität folgen.</p> <ul>   <li>Kältekompressoren mit R-134a</li>   <li>Verwendung mit Kältemitteln wie R-12, R-13, R-22, R-23, R-401A, R-401B</li>   <li>Kältemittel R-402A, R-402B, R-404A, R-407C, R-410A</li>   <li>Kältemittel R-500, R-502, R-503, R-507, R-508B</li> </ul>  <h3>Anwendungshinweise</h3> <p>Das vorher verwendete Kompressorenöl sollte weitestgehend abgelassen werden, vorzugsweise in warmem Zustand. Anschließend sind die Filter zu reinigen oder auszutauschen. Danach erfolgt die Befüllung des Kompressors mit dem neuen Betriebsschmierstoff der Klüber Summit RPE-Reihe. Aufgrund der Neigung von Polyolesterschmierstoffen, Feuchtigkeit zu absorbieren, sollten sie möglichst wenig der Luft ausgesetzt werden. Gebinde und Kompressoren sollten nach dem Nachfüllen sofort wieder dicht verschlossen werden, um eine Hydrolyse durch überhöhten Wassergehalt des Öls und sehr hohe Lasten zu vermeiden. Anbruchgebinde sollten vor dem Verschließen mit Stickstoff gespült werden, um die Haltbarkeit des Schmierstoffs zu verlängern.</p> } 
1202629;<h2>Klüber Summit RPE 32, 68, 100, 170: Synthetisches Kältekompressorenöl</h2>  <p>Effizientes synthetisches Kältekompressorenöl für verschiedene Fluorkohlenwasserstoff-Kältemittel und niedrige Betriebstemperaturen.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Die Klüber Summit RPE-Ölreihe, bestehend aus RPE 32, 68, 100 und 170, wurde speziell für die Verwendung in Kältekompressoren mit chlorfreien Fluorkohlenwasserstoff-Kältemitteln entwickelt. Diese Öle basieren auf ausgewählten Polyolestern (POE) und bieten hervorragende thermische und chemische Stabilität. Sie sind besonders gut löslich und mischbar mit Kältemittel R134a und zeichnen sich durch sehr gute Fließeigenschaften bei niedrigen Betriebstemperaturen aus. Dies sorgt für einen guten Rückfluss des Öls und eine zuverlässige Schmierwirkung im Kompressor, wodurch ein Blockieren des Kompressors und Verluste bei der Wärmeübertragung im Verdampfer vermieden werden. Die Öle zeigen zudem überlegene Schmiermerkmale in Kontakt mit Stahl und Aluminium.</p>  <h3>Vorteile</h3> <ul>   <li>Gute thermische Stabilität bei Kältemitteln wie R134a, R23, R404a, R407, R507</li>   <li>Hervorragende chemische Stabilität</li>   <li>Gute Löslichkeit in und Mischbarkeit mit Kältemittel R134a</li>   <li>Sehr gute Fließeigenschaften bei niedrigen Betriebstemperaturen</li>   <li>Hervorragende Schmiereigenschaften verringern Verschleiß und beugen Leckagen vor</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Schmierstoffe der Klüber Summit RPE-Reihe finden Verwendung in Kältekompressoren und Kühlern mit R-134a. Sie können ebenfalls mit einer Vielzahl anderer Kältemittel verwendet werden, darunter R-12, R-13, R-22, R-23, R-401A, R-401B, R-402A, R-402B, R-404A, R-407C, R-410A, R-500, R-502, R-503, R-507 und R-508B. Die Auswahl des passenden Schmierstoffs sollte stets den Angaben des Kompressorenherstellers zur Viskosität folgen.</p> <ul>   <li>Kältekompressoren mit R-134a</li>   <li>Verwendung mit Kältemitteln wie R-12, R-13, R-22, R-23, R-401A, R-401B</li>   <li>Kältemittel R-402A, R-402B, R-404A, R-407C, R-410A</li>   <li>Kältemittel R-500, R-502, R-503, R-507, R-508B</li> </ul>  <h3>Anwendungshinweise</h3> <p>Das vorher verwendete Kompressorenöl sollte weitestgehend abgelassen werden, vorzugsweise in warmem Zustand. Anschließend sind die Filter zu reinigen oder auszutauschen. Danach erfolgt die Befüllung des Kompressors mit dem neuen Betriebsschmierstoff der Klüber Summit RPE-Reihe. Aufgrund der Neigung von Polyolesterschmierstoffen, Feuchtigkeit zu absorbieren, sollten sie möglichst wenig der Luft ausgesetzt werden. Gebinde und Kompressoren sollten nach dem Nachfüllen sofort wieder dicht verschlossen werden, um eine Hydrolyse durch überhöhten Wassergehalt des Öls und sehr hohe Lasten zu vermeiden. Anbruchgebinde sollten vor dem Verschließen mit Stickstoff gespült werden, um die Haltbarkeit des Schmierstoffs zu verlängern.</p> } 
1202631;<h2>Klüber Summit RHT FG 68: Kältemaschinenöl für Ammoniak-Kältekompressoren in der Lebensmittelindustrie</h2>  <p>Synthetisches Kältemaschinenöl, NSF H1-registriert, für Ammoniak-Kältekompressoren in der Lebensmittelindustrie.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüber Summit RHT FG 68 ist ein hochwertiges, synthetisches Kältemaschinenöl, das speziell für die Schmierung von Ammoniak-Kältekompressoren in der Lebensmittelindustrie entwickelt wurde. Basierend auf hochraffinierten und wasserstoffbehandelten Weißölen bietet dieses Öl eine geringe Löslichkeit in Ammoniak und trägt zur Effizienz der Kälteanlage bei. Klüber Summit RHT FG 68 ist NSF H1-registriert und konform mit FDA 21 CFR \'a7 178.3570, was es ideal für den Einsatz in der Lebensmittel- und Pharmaindustrie macht. Es zeichnet sich durch hohe chemische Stabilität und geringe Verdampfungsneigung aus, wodurch der Ölverbrauch reduziert und Ablagerungen im Kältekreislauf minimiert werden.</p>  <h3>Vorteile</h3> <ul>   <li>NSF H1-Registrierung für Lebensmittel- und Pharmabereich</li>   <li>Effizienter Betrieb der Kälteanlage durch geringe Löslichkeit in Ammoniak</li>   <li>Reduzierter Ölverbrauch durch geringen Ölwurf</li>   <li>Hoher Wirkungsgrad der Kälteanlage durch weniger Ablagerungen</li>   <li>Erleichterte Umstellung durch neutrales Dichtungsverhalten</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüber Summit RHT FG 68 wird in industriellen Kälteanlagen zur Schmierung von Schrauben- und Kolbenkompressoren verwendet. Es ist besonders geeignet für Anlagen, die Ammoniak (NH3) als Kältemittel verwenden. Zusätzlich ist das Öl für den Einsatz in der Lebensmittel-, Kosmetik-, Pharma- und Tierfutterindustrie konzipiert.</p> <ul>   <li>Schraubenkompressoren</li>   <li>Kolbenkompressoren</li>   <li>Lebensmittelindustrie</li>   <li>Kosmetikindustrie</li>   <li>Pharmaindustrie</li>   <li>Tierfutterindustrie</li> </ul>  <h3>Anwendungshinweise</h3> <p>Das bisherige Kompressorenöl sollte im betriebswarmen Zustand aus dem gesamten Ölkreislauf des Kältekompressors entfernt werden. Es ist ratsam, sämtliche Ölfilter und Ölabscheider zu erneuern und die Ölfallen des Kältekreislaufes komplett zu entleeren. Danach erfolgt die Betriebsölfüllung mit Klüber Summit RHT FG 68. Klüber Summit RHT FG 68 ist mit vielen Kältemaschinenölen auf Basis von Mineralöl, Alkylbenzolen und PAO mischbar. Wir empfehlen, die Mischbarkeit vorab zu überprüfen. Die volle Leistungsfähigkeit von Klüber Summit RHT FG 68 wird bei einem kompletten Öl- und Filterwechsel erreicht.</p> } 
1202632;<h2>Klüber Summit PGS 2-68, 3: Synthetische Gaskompressorenöle</h2>  <p>Hochleistungsfähiges, synthetisches Kompressorenöl für Schraubenkompressoren mit hoher Verdünnungsbeständigkeit.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüber Summit PGS 2-68 und Klüber Summit PGS 3 sind polyglykolbasierte, synthetische Gaskompressorenöle, die speziell für Schraubenkompressoren entwickelt wurden. Diese Öle bieten eine herausragende Beständigkeit gegenüber Verdünnung durch Hexan und schwere Kohlenwasserstoffgase (Dichten > 1,5 g/cm\'b3). Durch ihre sorgfältig ausgewählte chemische Zusammensetzung können diese Schmierstoffe die Betriebsviskosität aufrechterhalten und somit die Ölablassintervalle und die Lebensdauer der Kompressorbauteile verlängern. Zudem tragen sie zur Verbesserung der Maschinenleistung bei, indem sie die Bildung von Schlamm und Rückständen verringern.</p>  <h3>Vorteile</h3> <ul>   <li>Äußerst beständig gegen Verdünnung durch schwere Kohlenwasserstoffgase</li>   <li>Verlängerte Ölablassintervalle und Bauteillebensdauer</li>   <li>Verbesserte Maschinenleistung durch reduzierte Rückstandsbildung</li>   <li>Hervorragender Verschleißschutz</li>   <li>Minimale Schlamm- und Ablagerungsbildung</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Die synthetischen Kompressorenöle Klüber Summit PGS 2-68 und Klüber Summit PGS 3 werden in Schraubenkompressoren für Erdgas und Prozessgas verwendet. Aufgrund der unterschiedlichen Zusammensetzungen der Gasströme und der unterschiedlichen Betriebsbedingungen empfiehlt es sich, Viskositätsempfehlungen im Einzelfall beim zuständigen Vertriebsmitarbeiter von Klüber Lubrication zu erfragen.</p> <ul>   <li>Schraubenkompressoren</li>   <li>Erdgaskompressoren</li>   <li>Prozessgaskompressoren</li> </ul>  <h3>Anwendungshinweise</h3> <p>Das alte Kompressorenöl sollte weitestgehend abgelassen werden, vorzugsweise im betriebswarmen Zustand. Entfernen Sie das Öl auch aus Kühlern, Abscheidebehältern und allen Leitungen. Reinigen oder tauschen Sie die Filter aus. Danach kann die Betriebsölfüllung mit Klüber Summit PGS 2-68 oder Klüber Summit PGS 3 erfolgen. Es wird empfohlen, auf dem Schmierstofffilter oder der Kompressorenabdeckung ein Etikett anzubringen, auf dem die Schmierstoffbezeichnung und das Fülldatum angegeben sind.</p> } 
1202634;<h2>Summit FG Elite 32: Hochwertiges Kompressorenöl mit hervorragender Oxidationsstabilität</h2>  <p>Effizientes, vollsynthetisches Öl für die Lebensmittel- und Pharmaindustrie.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Das Klüber Summit FG Elite 32 ist ein hochentwickeltes, vollsynthetisches Kompressorenöl, das speziell für den Einsatz in der Lebensmittel- und Pharmaindustrie konzipiert wurde. Dieses Öl zeichnet sich durch seine herausragende Oxidationsstabilität und reduzierte Rückstandsbildung aus, was zu einer signifikanten Leistungssteigerung im Vergleich zu herkömmlichen Food Grade Kompressorenölen führt. Mit seiner NSF H1 Registrierung und FDA 21 CFR \'a7 178.3570 Konformität erfüllt es höchste Sicherheitsstandards.</p>  <h3>Vorteile</h3> <ul>   <li>NSF H1 registriert und FDA-konform für sichere Anwendung in der Lebensmittel- und Pharmaindustrie</li>   <li>ISO 21469 zertifiziert</li>   <li>Verlängerte Ölwechselintervalle bis zu 8.000 Betriebsstunden für niedrigere Wartungskosten</li>   <li>Verbesserte Betriebseffizienz durch saubere Kompressorenteile und optimierte Druckluftsysteme</li>   <li>Hohe Kompatibilität mit gängigen Dichtungsmaterialien und einfache Umstellung von Mineralölen</li>   <li>Sehr gutes Wasserabscheidevermögen</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüber Summit FG Elite 32 ist optimal für öleingespritzte Schraubenkompressoren in der Lebensmittel- und Pharmaindustrie geeignet. Seine spezielle Formulierung ermöglicht eine effiziente und sichere Anwendung in sensiblen Produktionsumgebungen.</p> <ul>   <li>Öleingespritzte Schraubenkompressoren</li>   <li>Lebensmittelverarbeitung und pharmazeutische Produktion</li>   <li>Anlagen mit Hygieneanforderungen gemäß ISO 21469</li> </ul>  <h3>Anwendungshinweise</h3> <p>Beim Wechsel zu Klüber Summit FG Elite 32 sollte das gesamte System zunächst von alten Ölresten befreit werden. Die Verträglichkeit mit bestehenden Dichtungsmaterialien ist hoch, dennoch wird eine Überprüfung empfohlen. Für optimale Ergebnisse sollten Ölfilter und Ölabscheider während der Umstellung erneuert werden. Die Überwachung des Ölzustands durch Ölanalytik ist ratsam, um das optimale Ölwechselintervall zu bestimmen.</p> } 
